Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
700,125,11890,1,95,1347,0.2901,0.8235,2.0828,0.2798,1436808,0,-0.1429,1,1.1461,17,0.8571,40,1333,121,1436820,0.0,1531,1.0792,0.12727619832903925,1356,-0.2323,0.0133,1.0,12,67,0.0103
701,125,4304,1,34,381,0.1773,0.8182,1.5798,0.4722,1131516,1,-0.1111,0,0.9542,11,0.8889,60,372,38,1131524,0.0,1094,0.9031,0.5859613740960548,1690,-0.1151,0.4402,1.0,8,96,0.0053
702,126,591835,1,4697,190,1.0,0.6898,3.756,0.3514,508837,0,-0.604,1,2.1732,216,0.396,40,41,5702,508896,0.0,1511,1.7708,0.19858366353130807,1356,-0.1891,0.0605,0.4958,119,45,0.1099
703,125,614756,1,4918,211,1.0,0.5882,3.7657,0.4724,4703077,0,-0.6176,1,2.2304,289,0.3823,40,41,5830,4703142,0.0,1712,1.8129,0.9799785398901583,1356,-0.1762,0.0605,0.4114,158,44,0.1254
704,143,6616,1,46,1373,0.2195,0.8,1.716,0.5357,5877663,1,-0.5625,0,1.2041,20,0.4375,69,1357,52,5877670,0.0,1886,0.8451,0.127225961891828,1652,-0.006,0.3378,0.875,8,116,0.0097
705,125,591111,1,4728,208,1.0,0.5909,3.7507,0.4254,2410802,0,-0.6568,1,2.2279,286,0.3432,40,39,5632,2410860,0.0,1354,1.7634,0.8743342563348132,1356,-0.18,0.0575,0.4114,141,45,0.1246
706,127,116653,1,918,546,1.0,0.2167,3.0026,0.5223,186833,0,0.679,1,1.415,120,0.321,220,520,1006,186914,1.0,1898,1.9085,0.06494677920994363,1392,-0.0941,0.7471,0.8438,96,104,0.0187
707,140,7752,1,55,159,0.2901,0.7,1.7993,0.625,102099,1,-0.1429,0,1.1461,20,0.8571,70,145,63,102111,0.0,220,1.0792,0.30094869178093975,1354,-0.0387,0.2142,0.8,15,109,0.0103
708,127,19118,1,150,92,0.3882,0.5,2.2553,0.2308,3528981,0,0.6539,1,0.9542,18,0.3462,40,83,180,3529007,1.0,1093,1.415,0.2578084097023544,1362,-0.1702,0.1219,1.0,26,80,0.0066
709,127,9431,1,74,404,0.2288,0.9375,1.9138,0.3167,4072432,1,-0.4667,0,1.1761,16,0.5333,80,389,82,4072440,0.0,1032,0.9031,0.5089341517513543,1648,-0.1015,0.4721,0.8889,9,100,0.0091
710,143,2499819,1,17481,828,1.0,0.6941,4.3165,0.8767,468317,0,-0.7548,1,2.918,1193,0.2452,40,0,20726,468520,0.0,1769,2.3075,0.8272545955907364,1402,-0.0577,0.0,0.2863,709,25,0.5906
711,212,21840,1,103,1097,0.2914,0.8125,2.0334,0.3609,185575,0,0.0,1,1.1139,16,1.0,40,1084,108,185588,0.5,592,1.1139,0.30753507242078615,1387,0.5799,0.4182,0.7647,17,195,0.0094
712,134,13345,1,99,766,0.3068,0.6923,2.0828,0.3278,487568,0,0.55,1,0.9542,13,0.45,90,757,121,487588,1.0,614,1.301,0.28822824548790527,1698,-0.1384,0.8916,1.0,20,89,0.0053
713,124,588321,1,4744,207,1.0,0.5993,3.7577,0.5003,2336275,0,-0.5843,1,2.2201,277,0.4157,40,41,5724,2336344,0.0,1203,1.8389,0.7105327717426778,1356,-0.197,0.0605,0.4259,162,37,0.1224
714,134,6335,1,47,61,0.1934,0.7333,1.7076,0.4205,259240,0,-0.2727,1,1.0414,15,0.7273,200,50,51,259248,0.0,983,0.9031,0.46875929701395247,1358,-0.0296,0.0736,0.6154,13,117,0.0081
715,141,1293558,1,9174,192,1.0,0.2394,4.0496,0.5391,1842518,0,0.0377,1,2.1847,639,0.9623,40,39,11211,1842677,1.0,1752,2.2014,0.8880586950148697,1402,-0.0986,0.0556,0.4108,387,35,0.1091
716,125,9462,1,75,416,0.2288,0.7273,1.9085,0.325,945792,0,0.4667,1,0.9031,11,0.5333,130,408,81,945807,1.0,554,1.1761,0.04464908897427888,1360,-0.0874,0.6,1.0,15,107,0.0059
717,125,407163,1,3257,175,1.0,0.8193,3.5933,0.3995,409491,0,-0.6471,1,2.1335,166,0.3529,40,39,3920,409539,0.0,471,1.6812,0.4741687294826181,1360,-0.1885,0.0573,0.5454,88,45,0.1
718,120,16678,1,138,126,0.4465,0.4167,2.1903,0.4259,1536604,1,0.6296,0,1.0,24,0.3704,70,116,155,1536631,1.0,905,1.4314,0.6525192007526632,1356,-0.1594,0.1711,1.0,27,96,0.0074
719,119,8709,1,73,490,0.2792,0.5333,1.9085,0.4938,11430396,1,0.6,0,0.9031,15,0.4,100,482,81,11430416,1.0,534,1.301,0.010727644975676243,1656,-0.16,0.5821,1.0,20,99,0.0048
720,124,6412,1,51,1326,0.1862,0.8182,1.7634,0.284,3426581,1,0.0,0,0.9542,11,1.0,60,1317,58,3426590,0.5,722,0.9542,0.03584275141816318,1692,-0.1363,0.4326,1.0,9,97,0.0053
721,78,8233,1,105,61,0.4465,0.4762,2.143,0.4852,585861,1,0.6296,0,1.0,21,0.3704,70,51,139,585888,1.0,43,1.4314,0.31236664138204107,1356,-0.5373,0.0752,1.0,27,40,0.0074
722,125,15545,1,124,844,0.6868,0.7407,2.1461,0.6667,1564536,1,0.0476,0,1.301,27,0.9524,70,824,140,1564557,1.0,900,1.3222,0.46841664124677096,1356,-0.1325,0.7552,0.9546,22,99,0.0148
723,135,5999,1,44,1034,0.1892,0.875,1.7076,0.3929,2928247,0,0.4167,1,0.8451,8,0.5833,70,1027,51,2928259,1.0,180,1.0792,0.8907924908785249,1692,-0.081,0.7778,1.0,12,111,0.0041
724,124,53843,1,434,1600,0.9949,0.3088,2.7067,0.5339,188073,0,0.5961,1,1.3222,68,0.4038,300,1579,509,188125,1.0,51,1.716,0.007362269751005512,1692,-0.1736,0.1088,0.9123,57,49,0.0124
725,102,7263,1,71,1679,0.2928,0.7143,1.959,0.4647,456531,1,0.4118,0,1.0,14,0.5882,150,1669,91,456548,1.0,769,1.2305,0.6201492866282963,1688,-0.3765,0.0107,1.0,17,64,0.0059
726,141,13987,1,99,18,0.3197,0.6429,2.0969,0.3386,143523,0,0.5714,1,0.9542,14,0.4286,200,9,125,143544,1.0,10,1.3222,0.37079802423258124,1687,-0.1258,0.0107,1.0,21,97,0.0053
727,131,15397,1,117,798,0.3494,0.5238,2.1367,0.3445,2887288,1,0.4211,0,1.0414,21,0.5789,70,787,137,2887307,1.0,349,1.2787,0.09504919756440122,1690,-0.122,0.9314,1.0,19,95,0.0065
728,134,16861,1,125,1056,0.7281,0.5682,2.1644,0.6756,4348498,1,-0.28,0,1.3979,44,0.72,80,1031,146,4348516,0.0,1176,1.2553,0.4646796378573296,1362,-0.0978,0.4493,0.6429,28,102,0.0184
729,133,9136,1,68,1047,0.215,0.75,1.9031,0.2593,603596,0,0.25,1,0.9542,12,0.75,40,1038,80,603608,1.0,465,1.0792,0.6997759445890661,1358,-0.1078,0.458,1.0,12,100,0.0066
730,125,11981,1,95,220,0.3509,0.4828,2.017,0.5048,138169,0,0.0667,1,1.1461,29,0.9333,200,206,104,138184,1.0,1701,1.1761,0.9841852649479997,1362,-0.1,0.3025,0.8333,18,108,0.0103
731,127,15364,1,120,565,0.3977,0.9091,2.1139,0.4583,2235737,0,-0.85,1,1.6021,44,0.15,40,525,130,2235743,0.0,1562,0.7782,0.8897794665398687,1362,-0.0767,0.7709,0.3529,17,109,0.0294
732,141,1642086,1,11646,199,1.0,0.24,4.1483,0.4831,1430612,0,0.0357,1,2.2095,675,0.9643,40,37,14069,1430780,1.0,1836,2.2253,0.0005681292589444498,1400,-0.0882,0.0529,0.3717,452,26,0.1157
733,140,368381,1,2631,1302,1.0,0.2283,3.5071,0.3902,4332564,0,0.9163,1,1.3222,92,0.0837,40,1281,3214,4332815,1.0,1259,2.3997,0.9966772115191534,1373,-0.1045,0.1034,0.9921,253,33,0.0153
734,124,8235,1,66,142,0.2532,0.4667,1.8865,0.45,646729,1,0.65,0,0.8451,15,0.35,70,135,77,646749,1.0,1792,1.301,0.21662236418404268,1356,-0.1645,0.1991,1.0,20,97,0.0052
735,111,15313,1,137,305,0.4138,0.9259,2.1732,0.404,2109314,1,-0.6,0,1.3979,27,0.4,70,280,149,2109324,0.0,1528,1.0,0.14742595348558585,1354,-0.1971,0.4136,0.5882,17,93,0.0185
736,132,8995,1,68,1332,0.2051,0.25,1.8692,0.2525,1508691,0,0.9091,1,0.4771,12,0.0909,40,1329,74,1508724,1.0,1175,1.5185,0.7502659879482331,1352,-0.0504,0.0296,1.0,33,112,0.0022
737,141,45968,1,326,526,0.8958,0.6579,2.6776,0.2384,1986222,1,0.0,0,1.3979,38,1.0,100,501,476,1986247,0.5,161,1.3979,0.9160118451376079,1666,-0.2455,0.6014,1.0,25,40,0.015
738,133,6682,1,50,902,0.1862,0.8182,1.7853,0.2469,1664446,1,0.0,0,0.9542,11,1.0,80,893,61,1664455,0.5,1788,0.9542,0.8564096306557393,1356,-0.1442,0.6696,1.0,9,92,0.0066
739,132,589956,1,4469,202,1.0,0.7523,3.7776,0.3996,920427,0,-0.6149,1,2.2068,214,0.3851,40,41,5993,920489,0.0,538,1.7924,0.16590686787653364,1358,-0.2309,0.0604,0.4769,130,132,0.1186
740,141,1528,1,10,1259,0.1361,1.0,1.0792,0.52,1333074,0,0.0,1,0.699,5,1.0,50,1254,12,1333079,0.5,1749,0.699,0.44953224112352086,1358,-0.0052,0.1458,1.0,5,115,0.0037
741,127,608295,1,4789,216,1.0,0.548,3.7669,0.4495,2797592,0,-0.661,1,2.248,323,0.339,40,39,5846,2797652,0.0,1571,1.7781,0.5681673512913645,1358,-0.1871,0.0574,0.4027,149,44,0.1303
742,141,21321,1,151,15,0.4763,0.36,2.2455,0.3889,966898,1,0.7188,0,0.9542,25,0.2813,70,6,176,966930,1.0,1267,1.5051,0.9786341439004389,1358,-0.0536,0.0088,1.0,32,104,0.0066
743,140,241083,1,1722,175,1.0,0.3304,3.284,0.667,909876,0,0.026,1,1.8751,227,0.974,40,100,1923,909953,1.0,217,1.8865,0.12375380365034461,1356,-0.0206,0.1475,0.554,139,116,0.0553
744,127,10196,1,80,622,0.2288,0.4,1.9395,0.275,2224908,0,0.7,1,0.7782,15,0.3,100,616,87,2224928,1.0,645,1.301,0.8581253046248232,1364,-0.0844,0.9032,1.0,20,109,0.0044
745,141,8717,1,61,1063,0.3068,0.3846,1.8325,0.6222,173208,0,0.4444,1,1.0,26,0.5556,185,1053,68,173226,1.0,637,1.2553,0.7132581963116982,1366,0.0015,0.4436,1.0,18,120,0.0073
746,150,13829,1,92,72,0.2942,0.9,2.0253,0.3801,115485,0,0.5263,1,0.9542,10,0.4737,200,63,106,115504,1.0,1385,1.2787,0.04039922884216318,1687,0.0192,0.0747,1.0,19,107,0.0053
747,117,12909,1,110,10,0.3125,0.5,2.1173,0.288,1798872,0,0.6522,1,0.9031,16,0.3478,90,2,131,1798895,1.0,1507,1.3617,0.45970946445359206,1698,-0.2301,0.0024,1.0,23,81,0.0047
748,127,39231,1,308,555,0.9549,0.8962,2.5353,0.5487,2161400,0,-0.9158,1,1.9777,106,0.0842,40,460,343,2161408,0.0,801,0.9031,0.31715317112997876,1358,-0.1064,0.6775,0.2857,28,105,0.07
749,135,678752,1,5027,175,1.0,0.4857,3.8049,0.4668,2605918,0,-0.3529,1,2.1335,280,0.6471,40,39,6381,2606006,0.0,1041,1.9445,0.6674899231467579,1400,-0.169,0.0557,0.5301,166,41,0.0971
750,119,659350,1,5540,210,1.0,0.7467,3.8061,0.4577,1463330,0,-0.5965,1,2.233,229,0.4035,40,39,6399,1463399,0.0,80,1.8389,0.6643135403273875,1356,-0.195,0.0575,0.5565,124,39,0.1261
751,126,14610,1,115,274,0.3241,0.8,2.143,0.276,849219,1,0.25,0,1.0792,15,0.75,120,262,139,849235,1.0,1522,1.2041,0.882825566034078,1690,-0.1788,0.3101,1.0,16,71,0.0071
752,132,11247,1,85,607,0.2583,0.8,2.0,0.3056,140744,1,0.0,0,1.0792,15,1.0,60,595,100,140756,0.5,1493,1.0792,0.7817570475739452,1692,-0.1213,0.7033,1.0,12,85,0.0071
753,135,11300,1,83,142,0.2359,0.75,2.0043,0.1984,2243918,1,0.3571,0,0.9542,12,0.6429,60,133,101,2243932,1.0,229,1.1461,0.1058974037507533,1692,-0.1259,0.1572,1.0,14,95,0.0053
754,118,9155,1,77,205,0.2432,0.6316,1.9243,0.3636,82308,1,-0.0833,0,1.0792,19,0.9167,70,193,84,82319,0.0,257,1.0414,0.10527807985412496,1354,-0.1485,0.2851,1.0,11,99,0.0089
755,132,105560,1,799,388,0.9996,0.5306,3.0065,0.3151,2839568,0,0.5439,1,1.415,49,0.4561,40,362,1015,2839625,1.0,756,1.7559,0.33073574205486667,1364,-0.1875,0.5308,0.9661,59,76,0.0191
756,127,6735,1,53,1077,0.1862,0.75,1.7781,0.2593,188817,1,0.0,0,0.9542,12,1.0,70,1068,60,188826,0.5,1720,0.9542,0.02445084088201488,1687,-0.123,0.7232,0.8182,11,99,0.0053
757,133,12881,1,96,18,0.2942,0.8182,2.0414,0.3567,379740,0,0.5263,1,0.9542,11,0.4737,200,9,110,379759,1.0,1877,1.2787,0.32085007406718746,1687,-0.0852,0.0107,1.0,19,99,0.0053
758,125,19002,1,152,1466,0.4763,0.375,2.2833,0.3333,1928741,1,0.7188,0,0.9542,24,0.2813,70,1457,192,1928773,1.0,1033,1.5051,0.9070863269095085,1688,-0.2268,0.263,1.0,32,82,0.0053
759,126,197957,1,1571,465,1.0,0.0657,3.4322,0.4573,2550845,1,0.9607,0,1.1461,213,0.0393,80,451,2705,2551201,1.0,765,2.5515,0.009259781821123414,1364,-0.4283,0.6613,0.9916,359,28,0.0103
760,142,1320194,1,9297,192,1.0,0.2652,4.0609,0.4953,1586862,0,-0.0261,1,2.1847,577,0.9739,40,39,11505,1587011,0.0,948,2.1732,0.8745751398555718,1402,-0.1035,0.0556,0.4269,349,27,0.1091
761,103,5608,1,54,42,0.2018,0.6154,1.7708,0.3854,451067,1,0.3333,0,0.9031,13,0.6667,70,34,59,451079,1.0,1649,1.0792,0.8027206052883656,1354,-0.2574,0.0502,1.0,12,85,0.0059
762,109,6861,1,62,39,0.2408,0.5882,1.8865,0.4077,1821904,1,0.2308,0,1.0,17,0.7692,70,29,77,1821917,1.0,1660,1.1139,0.16194157024963118,1356,-0.3039,0.0428,1.0,13,76,0.0074
763,189,69672,1,368,1052,0.9093,1.0,2.7024,0.2222,365905,0,0.1111,1,1.3802,24,0.8889,40,1028,504,365932,1.0,263,1.4314,0.14387193297114265,1387,0.08,0.4831,1.0,27,48,0.0173
764,197,20245,1,102,506,0.33,0.6667,2.0414,0.4388,169603,0,0.0,1,1.1461,21,1.0,40,492,110,169617,0.5,88,1.1461,0.1612717790336018,1387,0.4379,0.7094,0.875,16,178,0.0101
765,143,4385,1,30,1202,0.1622,1.0,1.5315,0.3929,142256,0,-0.7143,1,1.1461,14,0.2857,60,1188,34,142260,0.0,791,0.6021,0.4140260937892364,1366,0.0076,0.2401,0.8,5,121,0.0103
766,119,16849,1,141,31,0.4235,0.7619,2.179,0.4102,991553,0,0.0,1,1.2041,21,1.0,40,15,151,991569,0.5,1742,1.2041,0.027182133497585026,1387,-0.1283,0.0216,0.8889,18,104,0.0115
767,127,22534,1,177,513,0.8123,0.5577,2.2923,0.6245,1457758,1,-0.3793,0,1.4624,52,0.6207,70,484,196,1457776,0.0,1616,1.2553,0.004305775667678646,1360,-0.1018,0.7118,0.5143,35,104,0.0213
768,125,656298,1,5250,210,1.0,0.645,3.7989,0.4089,1445593,0,-0.6272,1,2.2279,262,0.3728,40,41,6294,1445656,0.0,802,1.7993,0.8900194571176955,1358,-0.1854,0.0604,0.4118,153,45,0.1244
769,124,723207,1,5832,216,1.0,0.6387,3.8377,0.413,2943077,0,-0.6171,1,2.243,274,0.3829,40,41,6882,2943144,0.0,794,1.8261,0.029834770099697483,1358,-0.179,0.0604,0.5114,131,48,0.1289
770,127,10070,1,79,1601,0.3241,0.3636,1.9395,0.5469,3051375,0,0.25,1,1.0792,33,0.75,70,1589,87,3051391,1.0,521,1.2041,0.3722615731915482,1690,-0.0957,0.1053,0.8421,19,108,0.0071
771,116,9714,1,83,1083,0.463,0.7407,2.0086,0.6357,3257887,1,-0.3,0,1.301,27,0.7,80,1063,102,3257901,0.0,1912,1.1461,0.9039041887954788,1362,-0.256,0.4097,0.9333,15,84,0.0147
772,118,19460,1,164,156,0.4713,0.6129,2.2648,0.3544,1093477,1,-0.2105,0,1.2787,31,0.7895,70,137,184,1093492,0.0,954,1.1761,0.9400190108075147,1354,-0.1737,0.2024,1.0,15,96,0.014
773,141,1661835,1,11786,197,1.0,0.1967,4.1556,0.5172,1512277,0,0.1789,1,2.1931,793,0.821,40,41,14309,1512467,1.0,749,2.2787,0.8412037062149564,1402,-0.0927,0.0585,0.4051,469,31,0.1113
774,141,103558,1,734,633,1.0,0.0968,2.9863,0.5046,2076516,0,0.9264,1,1.0792,124,0.0736,100,621,969,2076679,1.0,1366,2.2122,0.2143264028549866,1364,-0.1651,0.9106,1.0,163,92,0.0088
775,135,78470,1,581,172,0.9955,0.4862,2.791,0.4447,909471,0,-0.6038,1,1.7243,109,0.3962,40,119,618,909492,0.0,376,1.3222,0.936127463375744,1362,-0.008,0.1747,0.3559,59,119,0.0389
776,125,598976,1,4791,210,1.0,0.5578,3.755,0.4572,4440514,0,-0.6331,1,2.2279,303,0.3669,40,41,5688,4440576,0.0,402,1.7924,0.7812940354315159,1356,-0.1773,0.0605,0.4026,154,43,0.1246
777,150,17802,1,118,1042,0.3285,0.7222,2.1072,0.3436,639361,1,0.1333,0,1.1139,18,0.8667,70,1029,128,639376,1.0,751,1.1761,0.32249044096772983,1364,0.0865,0.4721,1.0,15,132,0.0095
778,143,8596,1,60,406,0.2699,0.7727,1.8261,0.5621,516427,0,-0.4706,1,1.2305,22,0.5294,40,389,67,516436,0.0,1109,0.9542,0.1925908232309098,1362,0.0023,0.5712,0.5625,16,120,0.0125
779,127,26255,1,206,310,0.6663,0.4118,2.3503,0.4483,1731318,0,0.5172,1,1.1461,34,0.4828,70,296,224,1731347,1.0,225,1.4624,0.9248084293120271,1690,-0.0843,0.3503,0.9667,30,108,0.0083
780,135,598575,1,4433,186,1.0,0.5485,3.7495,0.4618,2311225,0,-0.517,1,2.1673,268,0.483,40,39,5617,2311296,0.0,1861,1.8513,0.993522523145843,1404,-0.1675,0.0556,0.4671,152,42,0.1047
781,116,4834,1,41,1033,0.2061,0.7143,1.7243,0.47,403757,1,0.0,0,1.0,14,1.0,300,1023,53,403767,0.5,1750,1.0,0.6404392121036413,1358,-0.2874,0.4787,0.9091,11,79,0.0074
782,127,34779,1,273,64,0.7512,0.2203,2.4728,0.3654,661248,0,0.6389,1,1.1139,59,0.3611,70,51,297,661284,1.0,1885,1.5563,0.33067699694635255,1353,-0.0852,0.0754,0.8372,43,110,0.0096
783,118,4552,1,38,1002,0.1753,0.875,1.6532,0.3571,66318,0,0.3,1,0.8451,8,0.7,130,995,45,66328,1.0,501,1.0,0.8864028867237077,1358,-0.2097,0.5243,1.0,10,93,0.0052
784,142,6860,1,48,404,0.1696,0.8,1.7404,0.1406,99636,1,0.0,0,0.9031,10,1.0,70,396,55,99644,0.5,308,0.9031,0.26646331750084606,1690,-0.0256,0.4686,1.0,8,111,0.0047
785,124,12238,1,98,931,0.3125,0.4706,2.0792,0.3478,1120157,1,0.6522,0,0.9031,17,0.3478,70,923,120,1120180,1.0,1793,1.3617,0.6889014524529722,1688,-0.2033,0.8969,1.0,23,84,0.0047
786,151,9944,1,65,1174,0.2739,0.5714,1.8513,0.5449,1895154,1,0.0769,0,1.0792,21,0.9231,120,1162,71,1895167,1.0,1658,1.1139,0.39919530265779046,1364,0.0942,0.2786,0.8667,15,131,0.0088
787,125,17923,1,143,31,0.4009,0.6111,2.1987,0.3471,1048964,0,0.5,1,1.0414,18,0.5,40,20,158,1048986,1.0,1369,1.3424,0.34414107806334804,1373,-0.1138,0.0291,1.0,22,106,0.008
788,135,208514,1,1544,188,1.0,0.3204,3.2266,0.5314,2638000,0,0.0645,1,1.7634,181,0.9355,40,130,1685,2638062,1.0,1148,1.7924,0.49125744639136615,1358,-0.0332,0.1915,0.6139,101,115,0.0427
789,102,9016,1,88,852,0.215,0.6429,1.9912,0.0926,6712,0,0.25,1,0.9542,14,0.75,40,843,98,6724,1.0,399,1.0792,0.4423141270678932,1356,-0.2813,0.7434,1.0,12,82,0.0066
790,126,667465,1,5297,211,1.0,0.5944,3.8006,0.4369,4373092,0,-0.6118,1,2.2304,286,0.3882,40,41,6318,4373158,0.0,1846,1.8195,0.32623836216405677,1356,-0.1746,0.0605,0.4151,159,46,0.1254
791,140,30769,1,219,218,0.8778,0.6667,2.3874,0.592,1283513,1,-0.1154,0,1.415,39,0.8846,69,192,244,1283536,0.0,753,1.3617,0.47986340055106513,1652,-0.0148,0.2324,0.92,25,113,0.0157
792,124,10318,1,83,1051,0.2739,0.8125,2.0043,0.3526,2506147,1,-0.0769,0,1.1139,16,0.9231,80,1038,101,2506159,0.0,830,1.0792,0.6107701332354183,1364,-0.2019,0.4589,1.0,12,74,0.0095
793,143,46442,1,324,925,0.9537,0.549,2.5575,0.5225,1410869,0,-0.0357,1,1.4472,51,0.9643,50,897,361,1410896,0.0,661,1.4314,0.8865575621718692,1362,0.0051,0.6417,0.7714,35,121,0.0206
794,127,22484,1,177,337,0.8479,0.7407,2.3139,0.6321,5082496,1,0.2857,0,1.301,27,0.7143,200,317,206,5082524,1.0,1456,1.4472,0.22592895791678247,1614,-0.1473,0.3928,1.0,28,95,0.0124
795,126,622528,1,4940,212,1.0,0.5767,3.7759,0.4926,2786940,0,-0.6069,1,2.238,300,0.3931,40,39,5969,2787008,0.0,1891,1.8325,0.7593411000223874,1358,-0.1852,0.0574,0.4416,154,42,0.1274
796,126,588714,1,4672,194,1.0,0.7251,3.7555,0.436,743010,0,-0.5686,1,2.1847,211,0.4314,40,41,5695,743076,0.0,1600,1.8195,0.9132851837019758,1358,-0.1924,0.0604,0.4853,136,40,0.1127
797,141,88065,1,624,637,1.0,0.1717,2.842,0.6445,2020002,0,0.8522,1,1.2305,99,0.1478,100,620,695,2020117,1.0,944,2.0607,0.4498592999441262,1364,-0.0101,0.9091,0.9829,117,111,0.0125
798,124,25833,1,208,355,0.5296,0.8,2.3979,0.2188,3962284,1,0.2,0,1.2041,20,0.8,70,339,250,3962304,1.0,1778,1.301,0.3460638229047347,1692,-0.1927,0.4007,1.0,20,77,0.0095
799,125,13193,1,105,33,0.3097,0.875,2.0569,0.3736,1143416,0,-0.0714,1,1.1461,16,0.9286,40,19,114,1143429,0.0,510,1.1139,0.0720591470729437,1373,-0.0959,0.0277,0.8667,15,110,0.0102
800,140,7769,1,55,32,0.2051,0.9,1.7993,0.3636,893638,0,0.1818,1,0.9542,10,0.8182,40,23,63,893649,1.0,579,1.0414,0.3405907955915243,1350,-0.0366,0.0341,1.0,11,111,0.0067
801,127,130201,1,1025,259,1.0,0.5747,3.0726,0.4627,9649727,1,-0.12,0,1.699,87,0.88,100,209,1182,9649771,0.0,258,1.6435,0.06655885695517816,1360,-0.1394,0.3074,0.6197,71,96,0.0368
802,109,17820,1,163,1278,0.4729,0.7222,2.3243,0.2622,31580,0,0.4091,1,1.1139,18,0.5909,100,1265,211,31602,1.0,1399,1.3424,0.3972333014728241,1364,-0.3402,0.1261,1.0,22,49,0.0095
803,133,9848,1,74,1296,0.2359,0.5625,1.9345,0.3175,1695433,1,0.3571,0,0.9542,16,0.6429,69,1287,86,1695447,1.0,1122,1.1461,0.8325292849240071,1652,-0.1054,0.431,1.0,14,100,0.0055
804,125,33379,1,267,1258,0.7347,0.5,2.5276,0.2593,702370,0,0.6286,1,1.1139,26,0.3714,50,1245,337,702405,1.0,87,1.5441,0.4618772302513874,1354,-0.2262,0.1418,1.0,35,68,0.0096
805,132,53536,1,405,635,0.9971,0.1341,2.6785,0.5947,2014210,0,0.8972,1,1.0414,82,0.1028,100,624,477,2014317,1.0,748,2.0294,0.7805811375265843,1364,-0.1232,0.915,1.0,107,96,0.0081
806,124,14121,1,113,1084,0.5659,0.7308,2.1673,0.5702,3160062,1,-0.0526,0,1.2787,26,0.9474,80,1065,147,3160080,0.0,1415,1.2553,0.79578856516697,1364,-0.2495,0.4106,0.75,24,85,0.0139
807,126,90154,1,715,1585,0.9992,0.1795,2.935,0.3724,689792,0,0.8571,1,1.1461,78,0.1429,90,1571,861,689890,1.0,114,1.9912,0.1767727829392317,1696,-0.182,0.1309,1.0,98,91,0.0082
808,118,61079,1,517,95,0.9998,0.3333,2.7952,0.6061,2394841,1,0.6364,0,1.3802,72,0.3636,70,71,624,2394907,1.0,1324,1.8195,0.33071606674610543,1356,-0.2353,0.1047,0.9851,67,85,0.0177
809,141,22467,1,159,149,0.556,0.6154,2.2304,0.494,356611,0,-0.4167,1,1.3802,39,0.5833,100,125,170,356625,0.0,460,1.1461,0.5724131499586373,1362,0.0325,0.1836,0.7,20,123,0.0176
810,132,17768,1,134,472,0.3977,0.5882,2.1761,0.375,10369596,0,0.5833,1,1.0,17,0.4167,40,462,150,10369620,1.0,1154,1.3802,0.5338400132739604,1360,-0.0746,0.6794,1.0,24,105,0.0074
811,135,17042,1,126,1576,0.4547,0.6944,2.1553,0.48,2071735,1,-0.56,0,1.3979,36,0.44,100,1551,143,2071746,0.0,1722,1.0414,0.7119178105885787,1668,-0.0689,0.1103,0.44,25,109,0.015
812,116,11293,1,97,18,0.3359,0.4545,2.0374,0.455,2293926,1,0.5,0,1.0,22,0.5,70,8,109,2293946,1.0,300,1.301,0.778996354578129,1356,-0.1906,0.0118,1.0,20,90,0.0074
813,125,723789,1,5790,218,1.0,0.646,3.8461,0.4083,1473977,0,-0.6215,1,2.248,274,0.3785,40,41,7017,1474044,0.0,303,1.8261,0.5142228701904145,1358,-0.1942,0.0604,0.4295,156,36,0.1303
814,132,1990,1,15,302,0.14,1.0,1.2041,0.4667,1028213,0,0.1667,1,0.699,5,0.8333,50,297,16,1028219,1.0,488,0.7782,0.5724579331221157,1356,-0.0283,0.4381,1.0,6,120,0.0037
815,140,8477,1,60,167,0.2288,0.6667,1.8261,0.4417,1009876,1,0.1667,0,1.0,15,0.8333,70,157,67,1009888,1.0,665,1.0792,0.7176391476415676,1352,-0.0115,0.2323,0.9231,13,113,0.0074
816,118,83716,1,709,71,0.9997,0.2076,2.9464,0.4177,573049,1,0.6812,0,1.3424,106,0.3188,70,49,884,573118,1.0,803,1.8389,0.5938305480284476,1356,-0.2601,0.0723,0.7041,98,77,0.0162
817,159,6105,1,38,975,0.1715,1.0,1.716,0.2121,2262960,1,-0.8636,0,1.3424,22,0.1364,70,953,52,2262963,0.0,320,0.4771,0.9163480195381779,1692,-0.0828,0.8475,0.375,8,80,0.013
818,119,8170,1,68,1154,0.2699,0.68,1.8865,0.4967,2265683,1,-0.4706,0,1.2305,25,0.5294,80,1137,77,2265692,0.0,1646,0.9542,0.28942970750806496,1356,-0.1711,0.2979,0.5625,16,95,0.0125
819,134,12782,1,95,115,0.3725,0.64,2.0253,0.5268,203973,1,-0.125,0,1.2041,25,0.875,80,99,106,203987,0.0,333,1.1461,0.8607190683258941,1362,-0.0579,0.1454,0.875,16,108,0.0117
